i,Variety,BinName,Grower,Block,FilledTime,EmptiedTime,ElapsedTime,ElapsedSeconds,EndMoisture,Buyer,ShippedOn,CertWgt,Acceptable
1147,Vina,F12,NT317,C7,3/17/2019 2:02 PM,3/18/2019 3:54 PM,24:20:39,87639,1.4,2585,18/03/2019,9570,no
1148,Vina,E03,NT317,C6,3/17/2019 2:03 PM,3/18/2019 11:56 AM,19:19:11,69551,1.1,2775,18/03/2019,9740,no
1149,Vina,E04,NT317,C6,3/17/2019 2:03 PM,3/18/2019 11:59 AM,18:53:19,67999,1.1,5203,18/03/2019,10900,no
1150,Vina,G10,NT317,C6,3/17/2019 2:03 PM,3/19/2019 8:16 AM,27:34:55,99295,1.3,5723,19/03/2019,10850,no
1151,Vina,G9,NT317,C6,3/17/2019 2:03 PM,3/19/2019 8:24 AM,25:53:46,93226,1.2,5723,19/03/2019,10850,no
1152,Vina,G8,NT317,C6,3/17/2019 2:03 PM,3/19/2019 8:48 AM,27:30:51,99051,1.3,2238,19/03/2019,9310,no
1153,Vina,G7,NT317,C5,3/17/2019 2:56 PM,3/19/2019 8:57 AM,24:53:58,89638,1.3,3338,19/03/2019,9670,no
1154,Vina,G6,NT317,C5,3/17/2019 2:56 PM,3/19/2019 9:18 AM,26:40:39,96039,1.3,3338,19/03/2019,9670,no
1155,Vina,G5,NT317,C5,3/17/2019 2:56 PM,3/19/2019 9:46 AM,26:57:25,97045,1.2,3205,19/03/2019,9290,no
1156,Vina,G4,NT317,D9,3/17/2019 3:56 PM,3/19/2019 9:52 AM,25:38:00,92280,1.3,3205,19/03/2019,9290,no
1157,Vina,G3,NT317,D9,3/19/2019 10:19 AM,3/19/2019 10:19 AM,42:21:43,152503,1.3,2552,19/03/2019,9380,no
1158,Vina,G2,NT317,D9,3/17/2019 3:56 PM,3/19/2019 10:23 AM,42:22:39,152559,1.4,2552,19/03/2019,9380,no
1159,Vina,G1,NT317,D9,3/17/2019 3:56 PM,3/19/2019 10:55 AM,42:23:39,152619,1.3,2393,19/03/2019,9320,no
1160,Vina,H10,NT317,D8,3/19/2019 11:31 AM,3/19/2019 11:32 AM,24:24:47,87887,1.3,5583,19/03/2019,10290,no
1161,Vina,H9,NT317,D8,3/17/2019 5:16 PM,3/19/2019 11:36 AM,41:43:24,150204,1.3,5583,19/03/2019,10290,no
1162,Vina,H8,NT317,D8,3/17/2019 5:16 PM,3/19/2019 11:59 AM,22:27:22,80842,1.4,2557,19/03/2019,9510,no
1163,Vina,H7,NT317,D8,3/17/2019 5:16 PM,3/19/2019 12:07 PM,20:32:35,73955,2.1,2557,19/03/2019,9510,yes
1164,Vina,H6,NT317,D8,3/17/2019 5:16 PM,3/19/2019 12:26 PM,21:28:06,77286,2.6,5352,19/03/2019,10640,yes
1165,Vina,H5,NT317,D8,3/17/2019 5:54 PM,3/19/2019 12:36 PM,20:07:27,72447,2.3,5352,19/03/2019,10640,yes
1166,Vina,H4,NT317,C5,3/17/2019 5:55 PM,3/19/2019 1:32 PM,23:59:35,86375,1.3,2323,19/03/2019,9160,no
1167,Vina,H3,NT317,C5,3/19/2019 11:05 AM,3/19/2019 11:06 AM,41:09:54,148194,1.3,2373,19/03/2019,9260,no
1168,Vina,H2,NT317,D7,3/18/2019 1:42 PM,3/19/2019 2:02 PM,21:16:28,76588,1.3,2323,19/03/2019,9160,no
1169,Vina,H1,NT317,D7,3/18/2019 1:42 PM,3/19/2019 2:31 PM,19:18:50,69530,1.3,3022,19/03/2019,9500,no
1170,Vina,I10,NT317,D7,3/18/2019 1:42 PM,3/19/2019 2:51 PM,23:42:13,85333,1.3,5555,20/03/2019,10540,no
1171,Vina,I9,NT317,D7,3/18/2019 1:42 PM,3/20/2019 8:10 AM,24:09:41,86981,1.3,5555,20/03/2019,10540,no
1172,Vina,I8,NT317,D7,3/18/2019 1:42 PM,3/20/2019 8:14 AM,23:50:37,85837,1.3,2755,20/03/2019,8990,no
1173,Vina,I7,NT317,D6,3/18/2019 3:38 PM,3/20/2019 9:04 AM,23:07:29,83249,1.3,2755,20/03/2019,8990,no
1174,Vina,I6,NT317,D6,3/18/2019 3:38 PM,3/20/2019 9:27 AM,23:02:06,82926,1.3,2303,20/03/2019,9140,no
1175,Vina,I5,NT317,D6,3/18/2019 3:38 PM,3/20/2019 9:34 AM,22:19:13,80353,2.3,2303,20/03/2019,9140,yes
1176,Vina,I4,NT317,D6,3/18/2019 3:38 PM,3/20/2019 9:55 AM,21:27:42,77262,1.3,3239,20/03/2019,9280,no
1177,Vina,I3,NT317,D6,3/18/2019 3:38 PM,3/20/2019 10:03 AM,22:56:43,82603,2.3,3239,20/03/2019,9280,yes
1178,Vina,I2,NT317,D6,3/18/2019 3:38 PM,3/20/2019 10:39 AM,22:01:36,79296,1.3,2373,20/03/2019,9300,no
1179,Vina,I1,NT317,D6,3/18/2019 3:38 PM,3/20/2019 10:52 AM,27:26:50,98810,4.6,2373,20/03/2019,9300,yes
1180,Vina,J10,NT317,D5,3/18/2019 6:17 PM,3/20/2019 11:10 AM,22:27:50,80870,1.3,2009,20/03/2019,9275,no
1181,Vina,J9,NT317,D5,3/18/2019 6:17 PM,3/20/2019 11:40 AM,21:58:27,79107,1.3,3533,20/03/2019,9350,no
1182,Vina,J8,NT317,D5,3/18/2019 6:17 PM,3/20/2019 11:47 AM,23:37:32,85052,1.8,3533,20/03/2019,9350,no
1183,Vina,J7,NT317,D5,3/18/2019 6:17 PM,3/20/2019 12:13 PM,23:33:30,84810,1.3,2528,20/03/2019,9230,no
1184,Vina,J6,NT317,D5,3/18/2019 6:17 PM,3/20/2019 1:18 PM,24:22:08,87728,1.3,2555,20/03/2019,9370,no
1185,Vina,J5,NT317,D5,3/18/2019 6:17 PM,3/20/2019 1:27 PM,24:21:05,87665,1.3,2555,20/03/2019,9370,no
1186,Vina,J4,NT317,D5,3/18/2019 6:17 PM,3/20/2019 2:21 PM,22:21:44,80504,1.3,2597,20/03/2019,9300,no
1187,Vina,J3,NT317,D5,3/18/2019 6:17 PM,3/20/2019 3:15 PM,23:49:38,85778,1.3,2573,20/03/2019,9230,no
1188,Vina,J2,NT317,D5,3/18/2019 6:17 PM,3/20/2019 3:23 PM,30:47:14,110834,1.3,2573,20/03/2019,9230,no
1189,Vina,J1,NT317,D5,3/18/2019 6:17 PM,3/20/2019 3:45 PM,45:40:01,164401,1.3,2932,20/03/2019,9210,no
1190,Vina,K10,NT317,D5,3/18/2019 6:17 PM,3/20/2019 4:16 PM,45:44:03,164643,5.4,2932,20/03/2019,9210,yes
1191,Vina,K9,NT317,D4,3/19/2019 12:44 PM,3/20/2019 4:38 PM,26:21:56,94916,1.4,2503,20/03/2019,9420,no
1192,Vina,K8,NT317,D4,3/19/2019 12:44 PM,3/20/2019 5:03 PM,20:42:33,74553,2.1,2503,20/03/2019,9420,yes
1193,Vina,K7,NT317,D4,3/19/2019 12:44 PM,3/20/2019 5:24 PM,23:17:36,83856,3.6,2272,20/03/2019,9360,yes
1194,Vina,K6,NT317,D4,3/19/2019 12:44 PM,3/20/2019 5:34 PM,21:45:12,78312,1.4,2003,20/03/2019,9090,no
1195,Vina,K5,NT317,D4,3/19/2019 12:44 PM,3/20/2019 6:02 PM,25:14:03,90843,1.3,3555,20/03/2019,9810,no
1196,Vina,K4,NT317,D3,3/19/2019 3:44 PM,3/20/2019 6:31 PM,24:07:51,86871,1.4,3555,20/03/2019,9810,no
1197,Vina,K3,NT317,D3,3/19/2019 3:44 PM,3/22/2019 11:51 AM,23:20:47,84047,5,5525,22/03/2019,10890,yes
1198,Vina,K2,NT317,D3,3/19/2019 3:44 PM,3/22/2019 1:32 PM,22:07:56,79676,1.4,5577,22/03/2019,10530,no
1199,Vina,K1,NT317,D3,3/19/2019 3:44 PM,3/22/2019 2:01 PM,44:49:09,161349,1.4,3353,22/03/2019,9390,no
1200,Vina,A01,NT317,D3,3/19/2019 3:45 PM,3/22/2019 8:10 AM,51:40:03,186003,1.1,3753,22/03/2019,9350,no
1201,Vina,A02,NT317,D3,3/19/2019 3:45 PM,3/22/2019 8:15 AM,49:48:22,179302,2,3753,22/03/2019,9350,no
1202,Vina,A03,NT317,D3,3/19/2019 3:45 PM,3/22/2019 8:41 AM,49:48:53,179333,1,5573,22/03/2019,10340,no
1203,Vina,A04,NT317,D3,3/19/2019 3:45 PM,3/22/2019 8:46 AM,49:48:22,179302,1,5573,22/03/2019,10340,no
1204,Vina,A05,NT317,D3,3/19/2019 3:45 PM,3/22/2019 8:51 AM,49:48:22,179302,1.2,5573,22/03/2019,10340,no
1205,Vina,A06,NT317,D2,3/19/2019 4:36 PM,3/22/2019 9:11 AM,51:14:05,184445,1.2,2007,22/03/2019,9540,no
1206,Vina,A07,NT317,D2,3/19/2019 4:37 PM,3/22/2019 9:15 AM,51:16:31,184591,2.2,2007,22/03/2019,9540,yes
1207,Vina,A08,NT317,D2,3/19/2019 4:37 PM,3/22/2019 9:37 AM,51:11:33,184293,1.2,2085,22/03/2019,9750,no
1208,Vina,A09,NT317,D2,3/19/2019 4:37 PM,3/22/2019 9:40 AM,51:20:19,184819,1.2,2085,22/03/2019,9750,no
1209,Vina,A10,NT317,D2,3/19/2019 4:37 PM,3/22/2019 9:43 AM,51:18:52,184732,1.1,2085,22/03/2019,9750,no
1210,Vina,A11,NT317,D2,3/19/2019 4:37 PM,3/22/2019 10:20 AM,51:19:21,184761,1.1,5525,22/03/2019,10890,no
1211,Vina,A12,NT317,D2,3/19/2019 4:37 PM,3/22/2019 10:20 AM,51:16:53,184613,1.1,5525,22/03/2019,10890,no
1212,Vina,B01,NT317,D2,3/19/2019 4:38 PM,3/22/2019 11:36 AM,37:15:32,134132,1.2,3337,22/03/2019,9680,no
1213,Vina,B02,NT317,D2,3/19/2019 4:39 PM,3/22/2019 11:58 AM,36:29:36,131376,1.2,3337,22/03/2019,9680,no
1214,Vina,B03,NT317,D2,3/22/2019 1:03 PM,3/22/2019 1:04 PM,36:30:01,131401,1.2,5577,22/03/2019,10530,no
1215,Vina,B04,NT317,D1,3/19/2019 6:34 PM,3/22/2019 2:09 PM,37:18:33,134313,1.1,3353,22/03/2019,9390,no
1216,Vina,B05,NT317,D1,3/19/2019 6:34 PM,3/22/2019 2:31 PM,35:08:07,126487,1.2,2753,22/03/2019,9650,no
1217,Vina,B06,NT317,D1,3/19/2019 6:34 PM,3/22/2019 2:35 PM,40:05:08,144308,1.2,2753,22/03/2019,9650,no
1218,Vina,B07,NT317,D1,3/19/2019 6:34 PM,3/22/2019 2:40 PM,34:28:07,124087,1.1,3735,22/03/2019,9720,no
1219,Vina,B08,NT317,D1,3/22/2019 3:04 PM,3/22/2019 3:05 PM,68:30:20,246620,1.1,3735,22/03/2019,9720,no
1220,Vina,B09,NT317,D1,3/19/2019 6:34 PM,3/22/2019 3:05 PM,34:55:57,125757,1.1,3735,22/03/2019,9720,no
1221,Vina,B10,NT317,D1,3/19/2019 6:34 PM,3/22/2019 3:06 PM,36:11:49,130309,2,3735,22/03/2019,9720,no
1222,Vina,B11,NT317,D1,3/19/2019 6:34 PM,3/22/2019 3:25 PM,35:44:28,128668,1.1,2995,22/03/2019,9730,no
1223,Vina,B12,NT317,D1,3/19/2019 6:34 PM,3/22/2019 3:24 PM,35:17:12,127032,1.1,2995,22/03/2019,9730,no
1224,Vina,C01,NT317,C4,3/19/2019 6:58 PM,3/22/2019 3:29 PM,39:42:19,142939,1.6,2995,22/03/2019,9730,no
1225,Vina,C02,NT317,C4,3/19/2019 6:58 PM,3/22/2019 3:49 PM,35:59:41,129581,1.1,5552,22/03/2019,10810,no
1226,Vina,C03,NT317,C4,3/19/2019 6:58 PM,3/22/2019 3:53 PM,35:11:07,126667,1.2,5552,22/03/2019,10810,no
1227,Vina,C04,NT317,C4,3/19/2019 6:58 PM,3/22/2019 3:57 PM,34:52:27,125547,2.1,5552,22/03/2019,10810,yes
1228,Vina,C05,NT317,C4,3/19/2019 7:36 PM,3/22/2019 4:18 PM,34:08:21,122901,1.2,5523,22/03/2019,10880,no
1229,Vina,C06,NT317,C4,3/19/2019 7:36 PM,3/22/2019 4:22 PM,35:08:59,126539,1.2,5523,22/03/2019,10880,no
1230,Vina,C07,NT317,C4,3/19/2019 7:36 PM,3/22/2019 4:57 PM,26:34:30,95670,1.2,2825,22/03/2019,9110,no
1231,Vina,C08,NT317,C4,3/20/2019 11:44 AM,3/22/2019 5:02 PM,29:57:38,107858,1.2,2825,22/03/2019,9110,no
1232,Vina,C09,NT317,C4,3/20/2019 11:44 AM,3/22/2019 5:18 PM,31:40:12,114012,1.1,2595,22/03/2019,8190,no
1233,Vina,C10,NT317,C3,3/20/2019 1:50 PM,3/22/2019 5:19 PM,35:36:36,128196,1.1,2595,22/03/2019,8190,no
1234,Vina,C11,NT317,C3,3/20/2019 1:50 PM,3/22/2019 5:21 PM,32:42:37,117757,1.1,2595,22/03/2019,8190,no
1235,Vina,C12,NT317,C3,3/20/2019 1:50 PM,3/22/2019 5:23 PM,34:44:58,125098,1.1,2595,22/03/2019,8190,no
1236,Vina,D01,NT317,C3,3/20/2019 1:51 PM,3/23/2019 8:26 AM,38:41:49,139309,1.3,2598,23/03/2019,9240,no
1237,Vina,D02,NT317,C3,3/20/2019 1:51 PM,3/23/2019 8:31 AM,33:18:39,119919,1.1,2598,23/03/2019,9240,no
1238,Vina,D03,NT317,C3,3/20/2019 1:51 PM,3/23/2019 8:54 AM,32:35:54,117354,1.1,2797,23/03/2019,9100,no
1239,Vina,D04,NT317,C3,3/20/2019 1:51 PM,3/23/2019 8:59 AM,32:51:59,118319,1.2,2797,23/03/2019,9100,no
1240,Vina,D05,NT317,C3,3/20/2019 1:51 PM,3/23/2019 9:14 AM,32:53:29,118409,1.2,2037,23/03/2019,9330,no
1241,Vina,D06,NT317,C3,3/20/2019 1:52 PM,3/23/2019 9:18 AM,32:48:58,118138,2.2,2037,23/03/2019,9330,yes
1242,Vina,D07,NT317,C3,3/23/2019 9:25 AM,3/23/2019 9:37 AM,39:52:09,143529,1.3,2755,23/03/2019,9230,no
1243,Vina,D08,NT317,C4,3/20/2019 2:10 PM,,,0,,,,,no
1244,Vina,D08,NT317,C3,3/20/2019 3:43 PM,3/23/2019 9:43 AM,31:29:01,113341,1.1,2755,23/03/2019,9230,no
1245,Vina,D09,NT317,C2,3/20/2019 3:45 PM,3/23/2019 9:48 AM,28:02:18,100938,1.1,2755,23/03/2019,9230,no
1246,Vina,D10,NT317,C2,3/20/2019 3:45 PM,3/23/2019 10:19 AM,28:51:38,103898,1.1,5785,23/03/2019,10860,no
1247,Vina,D11,NT317,C2,3/20/2019 3:45 PM,3/23/2019 10:20 AM,26:35:44,95744,0.9,5785,23/03/2019,10860,no
1248,Vina,D12,NT317,C2,3/20/2019 3:45 PM,3/23/2019 10:20 AM,26:18:29,94709,0.9,5785,23/03/2019,10860,no
1249,Vina,E01,NT317,C2,3/20/2019 3:45 PM,3/23/2019 10:27 AM,31:17:51,112671,1.2,5785,23/03/2019,10860,no
1250,Vina,E02,NT317,C2,3/20/2019 3:45 PM,3/23/2019 11:01 AM,28:52:40,103960,1.1,3935,23/03/2019,9560,no
1251,Vina,E03,NT317,C2,3/20/2019 3:45 PM,3/23/2019 11:06 AM,27:54:31,100471,1.1,3935,23/03/2019,9560,no
1252,Vina,E04,NT317,C2,3/20/2019 3:45 PM,3/23/2019 11:22 AM,27:56:30,100590,1.1,3322,23/03/2019,9360,no
1253,Vina,E05,NT317,C2,3/20/2019 3:45 PM,3/23/2019 11:27 AM,27:34:16,99256,1.1,3322,23/03/2019,9360,no
1254,Vina,E06,NT317,C2,3/20/2019 3:45 PM,3/23/2019 11:44 AM,27:50:28,100228,1.1,3532,23/03/2019,9430,no
1255,Vina,E07,NT317,C2,3/20/2019 3:49 PM,3/23/2019 11:50 AM,29:27:27,106047,1,3532,23/03/2019,9430,no
1256,Vina,E08,NT317,C1,3/20/2019 5:52 PM,3/23/2019 11:55 AM,26:55:25,96925,1,3038,23/03/2019,8960,no
1257,Vina,E09,NT317,C1,3/20/2019 5:52 PM,3/23/2019 12:12 PM,27:35:52,99352,1,3038,23/03/2019,8960,no
1258,Vina,E10,NT317,C1,3/20/2019 5:52 PM,3/23/2019 12:13 PM,28:01:02,100862,1.2,3038,23/03/2019,8960,no
1259,Vina,E11,NT317,C1,3/20/2019 5:52 PM,3/23/2019 12:16 PM,29:00:30,104430,1.1,3038,23/03/2019,8960,no
1260,Vina,E12,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:01 PM,26:14:33,94473,1.1,2080,23/03/2019,9660,no
1261,Vina,F01,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:04 PM,34:24:15,123855,1.1,2080,23/03/2019,9660,no
1262,Vina,F02,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:09 PM,33:39:31,121171,1.1,3375,23/03/2019,9460,no
1263,Vina,F03,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:30 PM,31:42:19,114139,1.2,3375,23/03/2019,9460,no
1264,Vina,F04,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:35 PM,30:51:46,111106,1.2,3375,23/03/2019,9460,no
1265,Vina,F05,NT317,C1,3/20/2019 5:52 PM,3/23/2019 1:56 PM,29:30:41,106241,1.1,5553,23/03/2019,11060,no
1266,Vina,F06,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:00 PM,26:55:01,96901,2.2,5553,23/03/2019,11060,yes
1267,Vina,F07,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:04 PM,24:14:17,87257,2.3,5553,23/03/2019,11060,yes
1268,Vina,F08,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:24 PM,23:14:39,83679,1.1,3808,23/03/2019,9650,no
1269,Vina,F09,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:27 PM,27:51:58,100318,1.5,3808,23/03/2019,9650,no
1270,Vina,F10,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:49 PM,29:52:51,107571,1.8,3808,23/03/2019,9650,no
1271,Vina,F11,NT317,B5,3/20/2019 6:32 PM,3/23/2019 2:50 PM,30:41:11,110471,1.5,5752,23/03/2019,10310,no
1272,Tulare,G10,WAA17,K/L 2 row 64 - 59 K/L/M1 row 58-43,3/21/2019 9:56 AM,3/26/2019 8:46 AM,35:33:54,128034,3.8,3055,26/03/2019,8520,yes
1273,Tulare,G9,WAA17,K/L 2 row 64 - 59 K/L/M1 row 58-43,3/21/2019 10:29 AM,3/26/2019 8:46 AM,35:01:10,126070,3.8,3055,26/03/2019,8520,yes
1274,Tulare,G8,WAA17,K/L 2 row 64 - 59 K/L/M1 row 58-43,3/21/2019 10:29 AM,3/26/2019 8:55 AM,15:32:43,55963,3.2,2595,26/03/2019,8570,yes
1275,Vina,H10,NT317,B4,3/21/2019 12:14 PM,3/23/2019 3:11 PM,27:04:06,97446,1.4,5752,23/03/2019,10310,no
1276,Vina,H9,NT317,B4,3/21/2019 12:14 PM,3/23/2019 3:37 PM,24:36:05,88565,1.3,2573,23/03/2019,9190,no
1277,Vina,H8,NT317,B4,3/21/2019 12:14 PM,3/23/2019 3:43 PM,26:37:16,95836,1.3,2573,23/03/2019,9190,no
1278,Vina,H7,NT317,B4,3/21/2019 12:14 PM,3/23/2019 4:08 PM,26:12:01,94321,1.3,3572,23/03/2019,9200,no
1279,Vina,H6,NT317,B3,3/21/2019 3:12 PM,3/23/2019 4:35 PM,23:30:07,84607,1.3,2033,23/03/2019,9330,no
1280,Vina,H5,NT317,B3,3/21/2019 3:12 PM,3/23/2019 4:45 PM,23:19:00,83940,1.3,2033,23/03/2019,9330,no
1281,Vina,H4,NT317,B3,3/21/2019 3:12 PM,3/26/2019 12:01 PM,25:46:53,92813,1.5,5552,26/03/2019,10620,no
1282,Vina,H3,NT317,B3,3/21/2019 3:12 PM,3/26/2019 11:56 AM,23:51:17,85877,1.4,5552,26/03/2019,10620,no
1283,Vina,H2,NT317,B3,3/21/2019 3:12 PM,3/26/2019 11:06 AM,25:26:00,91560,1.3,5579,26/03/2019,11030,no
1284,Vina,H1,NT317,B3,3/21/2019 3:12 PM,3/26/2019 10:59 AM,25:30:30,91830,1.3,5579,26/03/2019,11030,no
1285,Vina,I10,NT317,B2,3/21/2019 5:26 PM,3/26/2019 3:14 PM,26:00:58,93658,1.3,2592,26/03/2019,9280,no
1286,Vina,I9,NT317,B2,3/21/2019 5:26 PM,3/26/2019 2:51 PM,28:09:05,101345,1.3,2592,26/03/2019,9280,no
1287,Vina,I8,NT317,B2,3/21/2019 5:26 PM,3/26/2019 2:43 PM,25:44:16,92656,1.4,5377,26/03/2019,10800,no
1288,Lara,I9,30424,18115 Lane A + 18116 Spring + 18117 Dolorite,4/14/2018 3:05 AM,4/23/2018 8:36 AM,36:15:17,130517,3.2,2550,23/04/2018,6440,yes
1289,Lara,I8,30424,18115 Lane A + 18116 Spring + 18117 Dolorite,4/14/2018 3:05 AM,4/23/2018 8:16 AM,221:10:28,796228,3,2058,23/04/2018,7690,yes
1290,Lara,I7,30424,18118 Lane A,4/14/2018 3:07 AM,4/23/2018 8:08 AM,221:01:26,795686,3.1,2058,23/04/2018,7690,yes
1291,Lara,I6,30424,18119 Lane A,4/14/2018 3:07 AM,4/21/2018 9:19 AM,174:12:05,627125,3.55,3073,21/04/2018,5700,yes
1292,Lara,I5,30424,18120 Lane A + 18121 Spring,4/14/2018 3:07 AM,4/21/2018 8:55 AM,173:47:56,625676,4.15,2573,21/04/2018,7460,yes
1293,Lara,I4,30424,18120 Lane A + 18121 Spring,4/14/2018 3:07 AM,4/21/2018 8:32 AM,173:24:15,624255,3.1,2573,21/04/2018,7460,yes
1294,Lara,I3,30424,18122 Spring,4/14/2018 3:08 AM,4/21/2018 8:22 AM,173:13:57,623637,3.75,2355,21/04/2018,7840,yes
1295,Lara,I2,30424,18123 Spring,4/14/2018 3:08 AM,4/20/2018 8:24 AM,149:15:59,537359,4.85,5095,20/04/2018,8360,yes
1296,Lara,I1,30424,18123 Spring,4/14/2018 3:08 AM,4/20/2018 8:14 AM,149:05:44,536744,3.8,5095,20/04/2018,8360,yes
1297,Chandler,H1,NUT17,B11 and A12,4/14/2018 12:13 PM,4/16/2018 10:58 AM,46:44:11,168251,5,5377,16/04/2018,9790,yes
1298,Chandler,H2,NUT17,B11 and A12,4/14/2018 12:36 PM,4/16/2018 10:59 AM,46:23:06,166986,3.1,5500,16/04/2018,10080,yes
1299,Chandler,H3,NUT17,B12 and A13,4/16/2018 11:28 AM,4/16/2018 11:28 AM,0:00:27,27,99.9,5500,16/04/2018,10080,no
1300,Chandler,H4,NUT17,B12 and A13,4/14/2018 2:58 PM,4/16/2018 11:35 AM,44:37:22,160642,4.95,5205,16/04/2018,10470,yes
1301,Chandler,H5,NUT17,B12 and A13,4/14/2018 2:58 PM,4/16/2018 11:58 AM,45:00:33,162033,5.3,5205,16/04/2018,10470,yes
1302,Chandler,H6,NUT17,B12 and A13,4/14/2018 2:58 PM,,,0,,,,,no
1303,Chandler,H6,NUT17,B13 and A13,4/14/2018 9:51 PM,4/16/2018 12:06 PM,38:15:20,137720,5.9,2755,16/04/2018,8800,yes
1304,Chandler,H7,NUT17,B13 and A13,4/14/2018 9:51 PM,4/16/2018 3:53 PM,42:01:50,151310,6.9,3055,16/04/2018,7520,yes
1305,Chandler,H8,NUT17,B13 and A13,4/14/2018 9:51 PM,4/16/2018 4:14 PM,42:23:19,152599,4.3,5500,16/04/2018,10320,yes
1306,Chandler,H9,NUT17,B13 and A13,4/14/2018 9:51 PM,4/16/2018 4:23 PM,42:32:40,153160,6.9,5500,16/04/2018,10320,yes
1307,Chandler,H10,NUT17,B13 and A13,4/14/2018 9:51 PM,4/16/2018 4:45 PM,42:54:15,154455,5.6,5500,16/04/2018,10320,yes
1308,Chandler,G10,NUT17,B13 and A13,4/14/2018 9:51 PM,4/18/2018 4:11 PM,0:06:58,418,4.15,3335,18/04/2018,8660,yes
1309,Chandler,G9,NUT17,B13 and A13,4/14/2018 9:51 PM,4/18/2018 3:42 PM,0:06:58,418,4.2,3335,18/04/2018,8660,yes
1310,Chandler,G8,NUT17,B11 and A12,4/14/2018 9:53 PM,4/18/2018 2:59 PM,19:28:36,70116,4,5535,18/04/2018,10210,yes
1311,Chandler,G7,NUT17,B11 and A12,4/14/2018 9:53 PM,4/16/2018 5:46 PM,20:16:41,73001,3.85,2003,16/04/2018,7850,yes
1312,Chandler,G6,NUT17,C17,4/14/2018 9:56 PM,4/16/2018 5:11 PM,23:19:26,83966,5.55,3907,16/04/2018,10030,yes
1313,Vina,G4,NT317,Resweep B,4/15/2018 1:08 AM,4/24/2018 4:50 PM,102:45:02,369902,3.7,5373,24/04/2018,10390,yes
1314,Chandler,G5,NUT17,C17,4/15/2018 2:58 AM,4/16/2018 5:01 PM,18:07:45,65265,3.3,3907,16/04/2018,10030,yes
1315,Lara,G1,30424,1824 Sprin + 18125 Pump,4/15/2018 3:15 AM,4/23/2018 8:59 AM,28:50:16,103816,3,2058,23/04/2018,7730,yes
1316,Lara,G2,30424,18126 Pump,4/15/2018 3:16 AM,4/23/2018 9:08 AM,32:57:27,118647,3.2,2058,23/04/2018,7730,yes
1317,Lara,G3,30424,18126 Pump,4/15/2018 3:16 AM,4/23/2018 9:37 AM,52:02:22,187342,3.2,3823,23/04/2018,7960,yes
1318,Lara,A01,30424,18127 Pump,4/15/2018 3:16 AM,4/17/2018 8:18 AM,38:24:17,138257,5.2,2775,17/04/2018,7890,yes
1319,Lara,A02,30424,18127 Pump,4/15/2018 3:16 AM,4/17/2018 8:27 AM,36:34:44,131684,5.1,2775,17/04/2018,7890,yes
1320,Lara,A03,30424,18128 Pump,4/15/2018 3:16 AM,4/17/2018 8:53 AM,34:54:15,125655,4.1,5390,17/04/2018,9190,yes
1321,Chandler,C04,60117,18197 Big Flat,4/24/2018 9:09 PM,4/26/2018 1:59 PM,12:09:29,43769,5.9,2003,26/04/2018,7340,yes
1322,Chandler,C03,60117,18197 Big Flat,4/24/2018 9:09 PM,4/26/2018 1:54 PM,13:08:31,47311,6.4,2003,26/04/2018,7340,yes
1323,Chandler,C05,60117,18198 Big Flat,4/24/2018 9:09 PM,4/27/2018 8:13 AM,11:46:16,42376,6.1,2055,27/04/2018,7630,yes
1324,Chandler,C06,60117,18198 Big Flat,4/24/2018 9:09 PM,4/27/2018 8:18 AM,10:35:08,38108,6.3,2055,27/04/2018,7630,yes
1325,Chandler,C07,60117,18199 Big Flat,4/24/2018 9:09 PM,4/27/2018 8:50 AM,11:07:27,40047,4.7,2533,27/04/2018,7060,yes
1326,Chandler,C09,60117,18199 Big Flat,4/24/2018 9:09 PM,4/27/2018 8:54 AM,10:03:36,36216,6.2,2533,27/04/2018,7060,yes
1327,Chandler,C10,60117,18199 Big Flat,4/24/2018 9:09 PM,4/27/2018 8:58 AM,11:37:15,41835,6.2,2533,27/04/2018,7060,yes
1328,Chandler,D05,60117,18200 Big Flat,4/27/2018 11:05 AM,4/27/2018 11:06 AM,,0,3.6,3507,27/04/2018,7730,yes
1329,Chandler,D06,60117,18200 Big Flat,4/24/2018 9:10 PM,4/27/2018 11:06 AM,16:47:20,60440,3.3,3507,27/04/2018,7730,yes
1330,Chandler,D10,60117,18200 Big Flat,4/24/2018 9:10 PM,4/25/2018 6:41 AM,58:17:46,209866,2.6,2753,27/04/2018,5230,yes
1331,Mixed,B11,62319,18184 Mixed,4/24/2018 9:15 PM,4/26/2018 11:38 AM,8:59:36,32376,4.8,2582,26/04/2018,1960,yes
1332,Mixed,B12,62319,18184 Mixed,4/24/2018 9:15 PM,4/26/2018 11:56 AM,8:29:11,30551,2.4,2773,26/04/2018,4650,yes
