i,Variety,BinName,Grower,Block,FilledTime,EmptiedTime,ElapsedTime,ElapsedSeconds,EndMoisture,Buyer,ShippedOn,CertWgt,Acceptable
500,Vina,C01,NT317,D6,3/20/2018 11:44 PM,3/22/2018 4:41 AM,2:14:52,8092,7.2,2755,22/03/2018,9330,yes
501,Vina,C02,NT317,D6,3/20/2018 11:44 PM,3/22/2018 3:45 AM,27:56:58,100618,6.4,2257,22/03/2018,8890,yes
502,Vina,C03,NT317,D6,3/20/2018 11:44 PM,3/22/2018 3:50 AM,6:44:57,24297,6.3,2257,22/03/2018,8890,yes
503,Vina,C04,NT317,D6,3/20/2018 11:44 PM,3/22/2018 4:46 AM,2:14:52,8092,3.9,2755,22/03/2018,9330,yes
504,Vina,C12,NT317,D6,3/20/2018 11:44 PM,3/22/2018 10:48 AM,8:49:49,31789,7.1,2773,22/03/2018,9190,yes
505,Vina,D11,NT317,D6,3/20/2018 11:44 PM,3/21/2018 5:29 PM,0:12:48,768,4.5,3955,21/03/2018,8960,yes
506,Vina,D12,NT317,D5,3/21/2018 4:10 AM,3/22/2018 2:16 PM,22:46:48,82008,2.9,2775,22/03/2018,9000,yes
507,Vina,D01,NT317,D5,3/22/2018 12:56 PM,3/22/2018 12:58 PM,2:16:51,8211,5.5,2573,22/03/2018,8910,yes
508,Vina,D02,NT317,D5,3/22/2018 1:07 PM,3/22/2018 1:08 PM,0:00:22,22,19.3,2573,22/03/2018,8910,no
509,Vina,D03,NT317,D5,3/21/2018 4:10 AM,3/22/2018 1:28 PM,24:43:39,89019,3.7,3205,22/03/2018,8630,yes
510,Vina,D04,NT317,D5,3/22/2018 1:40 PM,3/22/2018 1:40 PM,,0,8,3205,22/03/2018,8630,yes
511,Vina,D05,NT317,D5,3/21/2018 4:10 AM,3/22/2018 5:29 AM,25:15:51,90951,7.3,5253,22/03/2018,9890,yes
512,Vina,D06,NT317,D5,3/21/2018 4:10 AM,3/22/2018 5:35 AM,23:56:41,86201,7.7,5253,22/03/2018,9890,yes
513,Vina,D07,NT317,D5,3/21/2018 4:10 AM,3/22/2018 2:04 PM,24:29:23,88163,3.7,2775,22/03/2018,9000,yes
514,Vina,D08,NT317,D5,3/21/2018 4:10 AM,3/22/2018 2:11 PM,23:20:18,84018,7.5,2775,22/03/2018,9000,yes
515,Vina,E09,NT317,D5,3/21/2018 4:10 AM,3/22/2018 10:27 AM,20:08:09,72489,7,3995,22/03/2018,9260,yes
516,Vina,E01,NT317,D7,3/21/2018 6:10 AM,3/22/2018 9:40 AM,25:36:48,92208,7.6,2823,22/03/2018,8990,yes
517,Vina,E02,NT317,D7,3/21/2018 6:10 AM,3/22/2018 9:47 AM,17:50:54,64254,4.9,2823,22/03/2018,8990,yes
518,Vina,E03,NT317,C7,3/21/2018 6:13 AM,3/22/2018 10:14 AM,14:29:07,52147,6.9,3995,22/03/2018,9260,yes
519,Vina,E10,NT317,C7,3/21/2018 6:13 AM,3/22/2018 2:51 PM,19:20:25,69625,7.5,3550,22/03/2018,9190,yes
520,Vina,E04,NT317,C6,3/21/2018 10:23 AM,3/22/2018 10:55 AM,20:00:51,72051,7.8,2773,22/03/2018,9190,yes
521,Vina,E05,NT317,D 10 and C 10,3/21/2018 10:48 AM,3/22/2018 10:22 AM,17:57:56,64676,7.3,3995,22/03/2018,9260,yes
522,Vina,E06,NT317,C6,3/22/2018 2:48 PM,3/22/2018 2:50 PM,1:31:10,5470,14,3550,22/03/2018,9190,no
523,Vina,E07,NT317,C6,3/21/2018 2:07 PM,3/22/2018 11:21 AM,1:04:48,3888,2.8,3805,22/03/2018,9500,yes
524,Vina,E08,NT317,C6,3/21/2018 2:07 PM,3/22/2018 11:29 AM,1:05:58,3958,7.3,3805,22/03/2018,9500,yes
525,Vina,E11,NT317,C6,3/22/2018 11:36 AM,3/22/2018 11:37 AM,0:01:13,73,6.6,3805,22/03/2018,9500,yes
526,Vina,E12,NT317,C6,3/21/2018 2:08 PM,3/22/2018 2:55 PM,24:40:31,88831,7.6,3550,22/03/2018,9190,yes
527,Vina,F01,NT317,C4,3/21/2018 3:40 PM,3/23/2018 11:03 AM,2:31:18,9078,4.6,5075,23/03/2018,3970,yes
528,Vina,F02,NT317,C4,3/21/2018 3:40 PM,3/22/2018 3:31 PM,22:15:55,80155,2.5,2352,22/03/2018,9260,yes
529,Vina,F03,NUT17,H1,3/21/2018 3:46 PM,3/23/2018 1:50 AM,33:11:16,119476,7.8,3593,23/03/2018,9760,yes
530,Vina,F04,NUT17,H1,3/21/2018 3:46 PM,3/23/2018 1:01 AM,32:43:30,117810,3.3,5529,23/03/2018,11110,yes
531,Vina,F05,NUT17,H1,3/21/2018 4:21 PM,3/23/2018 1:06 AM,1:56:16,6976,7,5529,23/03/2018,11110,yes
532,Vina,F06,NUT17,H1,3/21/2018 6:15 PM,3/23/2018 1:12 AM,3:22:35,12155,6.9,5529,23/03/2018,11110,yes
533,Vina,F07,NUT17,H1,3/21/2018 6:15 PM,3/23/2018 1:54 AM,1:56:16,6976,7.1,3593,23/03/2018,9760,yes
534,Vina,F08,NUT17,H1,3/21/2018 6:15 PM,3/23/2018 2:46 AM,3:22:35,12155,2.8,,,,yes
535,Vina,F09,NT317,C5,3/22/2018 4:07 PM,3/22/2018 4:08 PM,0:00:25,25,77,3823,22/03/2018,5440,no
536,Vina,F10,NT317,C5,3/21/2018 8:08 PM,3/22/2018 4:07 PM,19:18:39,69519,7.9,3823,22/03/2018,5440,yes
537,Vina,F11,NT317,C5,3/21/2018 8:08 PM,3/23/2018 10:10 AM,6:24:24,23064,7,5203,23/03/2018,10440,yes
538,Vina,F12,NT317,C5,3/21/2018 8:08 PM,3/23/2018 10:14 AM,6:24:24,23064,7.2,5075,23/03/2018,3970,yes
539,Vina,A01,NT317,C5,3/21/2018 8:54 PM,3/23/2018 8:54 AM,26:02:17,93737,7.7,2235,23/03/2018,9440,yes
540,Vina,A02,NT317,C5,3/21/2018 8:54 PM,3/23/2018 9:00 AM,28:26:16,102376,7.9,2235,23/03/2018,9440,yes
541,Vina,A03,NT317,C5,3/21/2018 9:31 PM,3/23/2018 9:26 AM,24:14:24,87264,4.4,3592,23/03/2018,9370,yes
542,Vina,A04,NT317,C5,3/21/2018 9:31 PM,3/23/2018 9:32 AM,6:47:17,24437,4.2,3592,23/03/2018,9370,yes
543,Vina,A05,NT317,C5,3/21/2018 10:07 PM,3/23/2018 9:59 AM,7:22:42,26562,3.1,5203,23/03/2018,10440,yes
544,Vina,A10,NT317,C5,3/21/2018 10:09 PM,3/23/2018 10:04 AM,18:14:59,65699,7.7,5203,23/03/2018,10440,yes
545,Vina,A11,NT317,C5,3/21/2018 11:20 PM,3/23/2018 10:26 AM,35:05:18,126318,7.7,5203,23/03/2018,10440,yes
546,Vina,A06,NT317,C5,3/22/2018 2:04 AM,,,0,,,,,no
547,Vina,A07,NT317,C5,3/22/2018 2:04 AM,,,0,,,,,no
548,Vina,A08,NT317,C5,3/22/2018 2:04 AM,,,0,,,,,no
549,Vina,A12,NT317,C5,3/22/2018 2:04 AM,,,0,,,,,no
550,Vina,A06,NUT17,H2,3/22/2018 2:07 AM,3/23/2018 2:50 AM,22:04:27,79467,7.8,,,,yes
551,Vina,A07,NUT17,H2,3/22/2018 2:07 AM,3/23/2018 3:48 AM,21:14:50,76490,7.4,2535,23/03/2018,9380,yes
552,Vina,A08,NUT17,H2,3/22/2018 2:07 AM,3/23/2018 3:54 AM,20:49:29,74969,7.8,2535,23/03/2018,9380,yes
553,Vina,A12,NUT17,H2,3/22/2018 2:07 AM,3/23/2018 1:42 PM,0:29:36,1776,2.7,3523,23/03/2018,1310,yes
554,Vina,B01,NUT17,H2,3/22/2018 4:31 AM,3/23/2018 11:31 AM,25:14:21,90861,3.1,3585,23/03/2018,8990,yes
555,Vina,B02,NUT17,H2,3/22/2018 4:31 AM,3/23/2018 11:39 AM,22:57:53,82673,6.8,3585,23/03/2018,8990,yes
556,Vina,B03,NUT17,H2,3/22/2018 4:31 AM,3/23/2018 12:04 PM,22:35:44,81344,5,2592,23/03/2018,9030,yes
557,Vina,B04,NUT17,H2,3/23/2018 12:15 PM,3/23/2018 12:16 PM,0:00:25,25,16.9,2592,23/03/2018,9030,no
558,Vina,B07,NUT17,H2,3/22/2018 4:31 AM,3/23/2018 1:09 PM,23:49:20,85760,3.8,2755,23/03/2018,8780,yes
559,Vina,B08,NUT17,H2,3/22/2018 4:31 AM,3/23/2018 1:16 PM,23:56:40,86200,3.1,2755,23/03/2018,8780,yes
560,Vina,B09,NUT17,H2,3/22/2018 5:52 AM,3/23/2018 1:28 PM,24:19:54,87594,3.1,2755,23/03/2018,8780,yes
561,Vina,B10,NT217,D10 and C11,3/23/2018 2:11 PM,3/23/2018 2:11 PM,0:00:25,25,99.9,3057,23/03/2018,2210,no
562,Lara,C01,NT224,E12,3/22/2018 10:24 AM,3/24/2018 11:08 AM,48:21:09,174069,7.9,2002,24/03/2018,8630,yes
563,Lara,C02,NT224,E12,3/24/2018 11:15 AM,3/24/2018 11:17 AM,0:00:25,25,14.8,2002,24/03/2018,8630,no
564,Lara,C03,NT224,E12,3/22/2018 11:52 AM,3/24/2018 12:23 AM,36:27:14,131234,7.8,2553,24/03/2018,9080,yes
565,Lara,C04,NT224,E12,3/22/2018 11:52 AM,3/24/2018 12:28 AM,36:32:50,131570,7.6,2553,24/03/2018,9080,yes
566,Lara,C05,NT224,E12,3/22/2018 11:52 AM,3/24/2018 1:02 AM,36:38:57,131937,4,5335,24/03/2018,10250,yes
567,Lara,C06,NT224,E12,3/22/2018 2:15 PM,3/24/2018 3:08 AM,36:45:52,132352,7.3,2335,24/03/2018,8870,yes
568,Lara,C08,NT224,E11,3/22/2018 2:27 PM,3/24/2018 3:13 AM,36:18:19,130699,7.8,2335,24/03/2018,8870,yes
569,Lara,C09,NT224,E11,3/24/2018 11:43 AM,3/24/2018 11:43 AM,,0,9.7,3057,24/03/2018,7290,yes
570,Lara,C10,NT224,E11,3/22/2018 2:27 PM,3/24/2018 1:22 AM,34:53:00,125580,7.7,2335,24/03/2018,8870,yes
571,Lara,C11,NT224,E11,3/22/2018 3:28 PM,3/24/2018 11:44 AM,35:56:25,129385,6.1,3057,24/03/2018,7290,yes
572,Lara,C12,NT224,E11,3/22/2018 3:28 PM,3/24/2018 11:47 AM,36:53:55,132835,7.9,3057,24/03/2018,7290,yes
573,Lara,D01,NT224,E11,3/22/2018 3:30 PM,3/24/2018 8:34 AM,0:22:37,1357,7.9,5550,24/03/2018,9630,yes
574,Lara,D02,NT224,E11,3/22/2018 3:30 PM,3/24/2018 8:39 AM,34:26:58,124018,7.8,5550,24/03/2018,9630,yes
575,Lara,D03,NT224,E11,3/22/2018 4:34 PM,3/24/2018 9:05 AM,33:52:18,121938,3,2335,24/03/2018,8910,yes
576,Lara,D04,NT224,E11,3/22/2018 4:34 PM,3/24/2018 9:16 AM,34:24:47,123887,3.8,2335,24/03/2018,8910,yes
577,Lara,D05,NT224,E11,3/24/2018 9:44 AM,3/24/2018 9:45 AM,,0,7.6,3075,24/03/2018,8630,yes
578,Lara,D06,NT224,E11,3/22/2018 5:15 PM,3/24/2018 9:48 AM,36:37:49,131869,4.8,3075,24/03/2018,8630,yes
579,Lara,D07,NT224,E11,3/22/2018 5:16 PM,3/24/2018 9:54 AM,35:58:37,129517,7.8,3075,24/03/2018,8630,yes
580,Lara,D08,NT224,E11,3/22/2018 5:42 PM,3/24/2018 10:36 AM,35:07:44,126464,7.8,3322,24/03/2018,8510,yes
581,Lara,D09,NT224,E11,3/22/2018 6:13 PM,3/24/2018 10:40 AM,0:04:57,297,7.9,3322,24/03/2018,8510,yes
582,Lara,D10,NT224,E11,3/22/2018 6:13 PM,3/24/2018 11:52 AM,2:07:39,7659,6.8,3057,24/03/2018,7290,yes
583,Lara,D12,NT224,E11,3/22/2018 6:26 PM,3/24/2018 10:44 AM,38:59:17,140357,7.2,3322,24/03/2018,8510,yes
584,Lara,C07,NT224,E12,3/22/2018 6:35 PM,3/24/2018 1:07 AM,0:02:27,147,7.8,5335,24/03/2018,10250,yes
585,Lara,D11,NT224,E11,3/22/2018 6:42 PM,3/24/2018 1:12 AM,30:27:49,109669,7.8,5335,24/03/2018,10250,yes
586,Lara,B05,30424,1802 East N&amp;S,3/24/2018 2:38 AM,3/24/2018 1:58 AM,,0,3.4,3902,24/03/2018,6320,yes
587,Lara,B11,30424,1802 East N&amp;S,3/22/2018 8:38 PM,3/24/2018 2:03 AM,29:22:53,105773,5.6,3902,24/03/2018,6320,yes
588,Lara,B12,30424,1802 East N&amp;S,3/22/2018 8:38 PM,3/24/2018 2:05 AM,1:04:32,3872,6.4,3902,24/03/2018,6320,yes
589,Lara,E01,NT224,E12,3/23/2018 12:46 AM,3/24/2018 4:04 PM,18:35:47,66947,7.7,5030,24/03/2018,9970,yes
590,Lara,E02,NT224,E12,3/23/2018 12:46 AM,3/24/2018 4:31 PM,18:44:04,67444,3.1,2852,24/03/2018,8660,yes
591,Lara,E03,NT224,F12,3/24/2018 11:11 PM,3/24/2018 10:36 PM,23:31:42,84702,7.9,5030,25/03/2018,10550,yes
592,Lara,E04,NT224,F12,3/23/2018 12:49 AM,3/24/2018 4:38 PM,18:53:30,68010,7.3,2852,24/03/2018,8660,yes
593,Lara,E05,NT224,F12,3/24/2018 5:09 PM,3/24/2018 5:09 PM,19:02:53,68573,16.8,2553,24/03/2018,7690,no
594,Lara,E06,NT224,F12,3/24/2018 10:44 PM,3/24/2018 10:46 PM,25:12:44,90764,10.7,5030,25/03/2018,10550,yes
595,Lara,E07,NT224,F12,3/23/2018 12:49 AM,3/24/2018 5:12 PM,19:27:04,70024,7.9,2553,24/03/2018,7690,yes
596,Lara,E08,NT224,F12,3/23/2018 1:07 AM,3/24/2018 2:19 PM,37:04:40,133480,7.7,3950,24/03/2018,8720,yes
597,Lara,E09,NT224,F12,3/23/2018 1:43 AM,3/24/2018 4:08 PM,18:37:01,67021,7.7,5030,24/03/2018,9970,yes
598,Lara,E10,NT224,F12,3/23/2018 1:43 AM,3/24/2018 2:24 PM,16:52:30,60750,5.5,5030,24/03/2018,9970,yes
599,Lara,E11,NT224,F12,3/23/2018 2:26 AM,3/24/2018 2:47 PM,17:00:24,61224,4,5030,24/03/2018,9970,yes
600,Lara,E12,NT224,F12,3/23/2018 2:26 AM,3/24/2018 2:51 PM,17:23:51,62631,4.6,5030,24/03/2018,9970,yes
601,Lara,F02,NT224,F12,3/23/2018 2:26 AM,3/24/2018 12:55 PM,0:13:09,789,7.9,3229,24/03/2018,8790,yes
602,Lara,F03,NT224,F13,3/23/2018 3:02 AM,3/24/2018 1:01 PM,33:56:16,122176,3.8,3229,24/03/2018,8790,yes
603,Vina,F06,NUT17,H2,3/23/2018 3:29 AM,,,0,,,,,no
604,Vina,A06,NUT17,H1,3/23/2018 3:31 AM,3/23/2018 3:34 AM,0:03:12,192,3.8,3522,23/03/2018,9370,yes
605,Vina,F08,NUT17,H2,3/23/2018 3:33 AM,3/23/2018 3:34 AM,0:00:57,57,3.8,3522,23/03/2018,9370,yes
606,Lara,F04,NT224,F13,3/23/2018 4:57 AM,3/24/2018 1:38 PM,0:57:56,3476,6.9,2852,24/03/2018,8980,yes
607,Lara,F05,NT224,F13,3/24/2018 1:47 PM,3/24/2018 1:47 PM,0:52:34,3154,10.5,2852,24/03/2018,8980,yes
608,Lara,F09,NT224,F13,3/23/2018 4:57 AM,3/24/2018 1:57 PM,0:34:32,2072,8.9,2852,24/03/2018,8980,yes
609,Lara,F10,NT224,F13,3/23/2018 4:57 AM,3/23/2018 5:09 AM,32:45:17,117917,3,3950,24/03/2018,8720,yes
610,Lara,A01,NT224,F11,3/25/2018 12:08 PM,3/25/2018 12:09 PM,,0,7.9,5535,25/03/2018,6140,yes
611,Lara,A02,NT224,F11,3/23/2018 11:58 AM,3/25/2018 9:02 AM,1:00:05,3605,4.2,3229,25/03/2018,8430,yes
612,Lara,A03,NT224,F11,3/23/2018 11:58 AM,3/25/2018 9:07 AM,42:10:13,151813,5.5,3229,25/03/2018,8430,yes
613,Lara,A04,NT224,F11,3/23/2018 11:58 AM,3/25/2018 9:35 AM,43:12:34,155554,3.4,5735,25/03/2018,9830,yes
614,Lara,A05,NT224,F11,3/23/2018 12:06 PM,3/25/2018 9:41 AM,45:05:36,162336,7,5735,25/03/2018,9830,yes
615,Lara,A06,NT224,F11,3/23/2018 1:44 PM,3/25/2018 9:48 AM,1:38:39,5919,7.1,5735,25/03/2018,9830,yes
616,Lara,A07,NT224,F11,3/23/2018 1:45 PM,3/25/2018 10:13 AM,0:37:18,2238,7.6,2852,25/03/2018,8470,yes
617,Lara,A08,NT224,F11,3/23/2018 2:33 PM,3/25/2018 10:19 AM,0:36:30,2190,7.8,2852,25/03/2018,8470,yes
618,Lara,A09,NT224,F11,3/23/2018 2:33 PM,3/25/2018 11:01 AM,0:36:33,2193,2.4,3950,25/03/2018,8690,yes
619,Lara,A10,NT224,F11,3/23/2018 5:38 PM,3/25/2018 11:04 AM,1:31:15,5475,4.7,3950,25/03/2018,8690,yes
620,Lara,A11,NT224,E10,3/23/2018 5:44 PM,3/25/2018 12:09 PM,35:12:11,126731,6.8,5535,25/03/2018,6140,yes
621,Lara,A12,NT224,E10,3/25/2018 6:21 AM,3/25/2018 5:57 AM,,0,7.3,3533,25/03/2018,9000,yes
622,Lara,B01,NT224,E10,3/23/2018 5:44 PM,3/25/2018 2:11 AM,31:16:04,112564,7.9,5030,25/03/2018,10550,yes
623,Lara,B02,NT224,E10,3/23/2018 5:44 PM,3/25/2018 2:54 AM,31:20:08,112808,7.7,5038,25/03/2018,10530,yes
624,Lara,B03,NT224,E10,3/25/2018 4:06 AM,3/25/2018 4:07 AM,1:40:14,6014,7.2,5535,25/03/2018,10400,yes
625,Lara,B04,NT224,E10,3/23/2018 5:45 PM,3/25/2018 2:59 AM,33:09:38,119378,7.8,5038,25/03/2018,10530,yes
626,Lara,B07,NT224,E10,3/23/2018 7:34 PM,3/25/2018 4:09 AM,32:31:23,117083,7.8,5535,25/03/2018,10400,yes
627,Lara,B06,NT224,E10,3/23/2018 6:18 PM,3/25/2018 4:01 AM,32:41:13,117673,4.8,5535,25/03/2018,10400,yes
628,Lara,B08,NT224,E10,3/23/2018 10:05 PM,3/25/2018 11:10 AM,34:10:45,123045,7.9,3950,25/03/2018,8690,yes
629,Lara,B09,NT224,E10,3/25/2018 6:07 AM,3/25/2018 5:58 AM,,0,7.8,3533,25/03/2018,9000,yes
630,Lara,B10,NT224,E10,3/23/2018 10:05 PM,3/25/2018 4:50 AM,30:40:42,110442,7.5,5735,25/03/2018,10590,yes
631,Lara,F01,NT224,E10,3/23/2018 10:05 PM,3/25/2018 5:53 AM,31:44:50,114290,7.7,3533,25/03/2018,9000,yes
632,Lara,F06,NT224,E10,3/23/2018 10:05 PM,3/25/2018 4:54 AM,2:33:59,9239,7.7,5735,25/03/2018,10590,yes
633,Lara,F07,NT224,E10,3/23/2018 10:05 PM,3/25/2018 4:58 AM,2:33:58,9238,7.6,5735,25/03/2018,10590,yes
634,Lara,F11,NT224,E10,3/23/2018 10:33 PM,3/30/2018 3:42 PM,4:04:24,14664,3.5,2528,30/03/2018,1880,yes
635,Lara,F08,30424,1805 East N &amp; S,3/26/2018 4:47 PM,3/26/2018 4:48 PM,15:49:06,56946,2.8,2773,26/03/2018,4660,yes
636,Lara,F12,30424,1805 East N &amp; S,3/24/2018 4:05 AM,3/25/2018 8:42 PM,27:49:09,100149,5.9,5038,25/03/2018,7750,yes
637,Lara,B05,30424,1805 East N &amp; S,3/24/2018 4:05 AM,3/25/2018 8:36 PM,11:54:02,42842,6.9,5038,25/03/2018,7750,yes
638,Lara,B11,30424,1804 East N &amp; S,3/24/2018 4:05 AM,3/25/2018 8:41 PM,6:52:32,24752,6.9,5038,25/03/2018,7750,yes
639,Lara,B12,30424,1804 East N &amp; S,3/24/2018 4:05 AM,3/25/2018 8:46 PM,7:41:51,27711,3.1,5038,25/03/2018,7750,yes
640,Lara,C10,30424,1804 East N &amp; S,3/24/2018 4:05 AM,3/25/2018 10:35 PM,42:29:45,152985,3.1,2852,25/03/2018,7150,yes
641,Lara,C03,30424,1803 East N &amp; S,3/24/2018 4:06 AM,3/25/2018 9:59 PM,3:11:53,11513,5,2852,25/03/2018,7150,yes
642,Lara,C04,30424,1803 East N &amp; S,3/24/2018 4:06 AM,3/25/2018 10:02 PM,4:59:09,17949,6.7,2852,25/03/2018,7150,yes
643,Lara,D01,NT224,E9,3/26/2018 9:21 AM,3/26/2018 9:22 AM,0:00:25,25,12.2,3533,26/03/2018,8290,no
644,Lara,D02,NT224,E9,3/24/2018 11:19 AM,3/26/2018 9:23 AM,1:53:40,6820,5.9,3533,26/03/2018,8290,yes
645,Lara,D03,NT224,E9,3/24/2018 11:19 AM,3/25/2018 4:24 PM,0:49:02,2942,7.9,3229,25/03/2018,7810,yes
646,Lara,D04,NT224,E9,3/24/2018 11:29 AM,3/25/2018 4:31 PM,28:58:50,104330,3.1,3229,25/03/2018,7810,yes
647,Lara,D05,NT224,E8,3/24/2018 2:06 PM,3/26/2018 9:31 AM,1:22:21,4941,6.9,3835,26/03/2018,8510,yes
648,Lara,D06,NT224,E8,3/26/2018 9:57 AM,3/26/2018 9:57 AM,4:10:28,15028,9.8,3835,26/03/2018,8510,yes
649,Lara,D07,NT224,E8,3/24/2018 2:06 PM,3/26/2018 10:00 AM,29:18:35,105515,7.4,3835,26/03/2018,8510,yes
650,Lara,D08,NT224,E8,3/24/2018 2:48 PM,3/26/2018 10:44 AM,29:30:00,106200,7.2,3275,26/03/2018,8600,yes
651,Lara,D09,NT224,E7,3/24/2018 4:08 PM,3/26/2018 10:48 AM,28:43:24,103404,6.7,3275,26/03/2018,8600,yes
652,Lara,D10,NT224,E7,3/24/2018 4:09 PM,3/26/2018 10:52 AM,27:20:29,98429,5.9,3275,26/03/2018,8600,yes
653,Lara,D11,NT224,E7,3/24/2018 4:09 PM,3/26/2018 2:02 PM,29:59:55,107995,6.7,3088,26/03/2018,8610,yes
654,Lara,D12,NT224,E7,3/24/2018 4:09 PM,3/26/2018 2:24 PM,32:03:11,115391,6.5,2358,26/03/2018,8970,yes
655,Lara,C01,NT224,E7,3/26/2018 8:23 AM,3/26/2018 8:23 AM,,0,5,5535,26/03/2018,10300,yes
656,Lara,C02,NT224,E7,3/24/2018 5:37 PM,3/26/2018 2:30 PM,5:14:32,18872,7.2,2358,26/03/2018,8970,yes
657,Lara,C05,NT224,E7,3/24/2018 5:37 PM,3/26/2018 8:26 AM,36:53:10,132790,7.8,5535,26/03/2018,10300,yes
658,Lara,C06,NT224,E7,3/24/2018 5:37 PM,3/26/2018 8:47 AM,35:03:27,126207,2.6,5535,26/03/2018,10300,yes
659,Lara,C07,NT224,E7,3/24/2018 6:05 PM,3/26/2018 8:52 AM,33:51:46,121906,7.3,5735,26/03/2018,10220,yes
660,Lara,C08,NT224,E7,3/24/2018 7:31 PM,3/26/2018 2:37 PM,39:24:57,141897,7,2358,26/03/2018,8970,yes
661,Lara,C09,NT224,E7,3/24/2018 9:19 PM,3/26/2018 8:56 AM,30:23:48,109428,7.5,5735,26/03/2018,10220,yes
662,Lara,C11,NT224,E7,3/24/2018 9:19 PM,3/26/2018 3:08 PM,5:53:42,21222,7.2,5507,26/03/2018,9310,yes
663,Lara,C12,NT224,E7,3/24/2018 9:19 PM,3/26/2018 3:12 PM,5:53:42,21222,7.4,5507,26/03/2018,9310,yes
664,Lara,E01,NT224,E7,3/24/2018 9:19 PM,3/26/2018 11:09 AM,34:02:19,122539,7.1,3835,26/03/2018,8380,yes
665,Lara,E02,NT224,E7,3/25/2018 2:20 AM,3/26/2018 11:15 AM,27:33:17,99197,7.7,3835,26/03/2018,8380,yes
666,Lara,E03,NT224,E7,3/25/2018 2:20 AM,3/26/2018 11:42 AM,26:54:27,96867,7.4,2305,26/03/2018,8670,yes
667,Lara,E04,NT224,E7,3/25/2018 2:20 AM,3/26/2018 11:48 AM,27:04:23,97463,6.2,2305,26/03/2018,8670,yes
668,Lara,E05,NT224,E7,3/26/2018 12:19 PM,3/26/2018 12:20 PM,,0,10.8,3337,26/03/2018,8620,yes
669,Lara,E06,NT224,E7,3/25/2018 2:20 AM,3/26/2018 12:23 PM,33:04:31,119071,7.8,3337,26/03/2018,8620,yes
670,Lara,E07,NT224,E7,3/25/2018 2:20 AM,3/26/2018 1:19 PM,26:07:30,94050,4.9,2597,26/03/2018,8430,yes
671,Lara,E08,NT224,E7,3/25/2018 2:20 AM,3/26/2018 1:25 PM,27:15:59,98159,7.6,2597,26/03/2018,8430,yes
672,Lara,E09,NT224,E7,3/25/2018 2:20 AM,3/26/2018 1:30 PM,26:51:59,96719,7.7,3088,26/03/2018,8610,yes
673,Lara,E10,NT224,E7,3/25/2018 2:20 AM,3/26/2018 1:52 PM,26:26:55,95215,7.5,3088,26/03/2018,8610,yes
674,Lara,E11,NT224,E7,3/26/2018 1:57 PM,3/26/2018 1:58 PM,,0,6.1,3088,26/03/2018,8610,yes
675,Lara,E12,NT224,E7,3/25/2018 2:20 AM,3/26/2018 1:59 PM,28:50:39,103839,7.8,3088,26/03/2018,8610,yes
676,Lara,F02,NT224,E7,3/25/2018 2:20 AM,3/26/2018 3:17 PM,29:11:16,105076,4.3,5507,26/03/2018,9310,yes
677,Lara,F03,NT224,E7,3/25/2018 2:52 AM,3/26/2018 3:50 PM,27:51:29,100289,6.9,3330,26/03/2018,4060,yes
678,Lara,F04,30424,1806 East N &amp; S,3/25/2018 6:50 AM,3/26/2018 4:14 PM,23:54:45,86085,5.9,3357,26/03/2018,6510,yes
679,Lara,F05,30424,1806 East N &amp; S,3/25/2018 6:50 AM,3/26/2018 4:19 PM,20:50:26,75026,5.6,3357,26/03/2018,6510,yes
680,Lara,F10,30424,1807 East N &amp; S,3/25/2018 6:51 AM,3/27/2018 11:40 AM,18:49:23,67763,3.9,5585,27/03/2018,6720,yes
681,Lara,B01,30424,1807 East N &amp; S,3/25/2018 6:51 AM,3/27/2018 8:19 AM,1:39:25,5965,5.5,2735,27/03/2018,6660,yes
682,Lara,B02,30424,1809 Spring,3/25/2018 6:51 AM,3/26/2018 4:50 PM,29:12:32,105152,6.9,2773,26/03/2018,4660,yes
683,Lara,B03,30424,1809 Spring,3/25/2018 6:51 AM,3/27/2018 8:26 AM,3:56:04,14164,5.9,2735,27/03/2018,6660,yes
684,Lara,B04,30424,1810 Spring,3/25/2018 6:51 AM,3/27/2018 8:33 AM,1:32:30,5550,4.8,2755,27/03/2018,6660,yes
685,Lara,B06,30424,1810 Spring,3/27/2018 8:59 AM,3/27/2018 9:00 AM,0:00:53,53,16.1,2755,27/03/2018,6660,no
686,Lara,B07,30424,1811 Spring,3/27/2018 9:24 AM,3/27/2018 9:25 AM,0:00:22,22,10.4,3353,27/03/2018,6850,yes
687,Lara,B09,30424,1811 Spring,3/25/2018 6:52 AM,3/27/2018 9:29 AM,38:00:11,136811,5.3,3353,27/03/2018,6850,yes
688,Lara,B10,30424,1812 Spring,3/25/2018 6:52 AM,3/27/2018 9:33 AM,38:43:48,139428,5.1,5599,27/03/2018,8110,yes
689,Lara,A12,30424,1812 Spring,3/25/2018 6:52 AM,3/27/2018 11:40 PM,12:05:00,43500,6.2,5535,28/03/2018,7960,yes
690,Lara,A01,NT224,E6,3/25/2018 2:09 PM,3/28/2018 1:42 AM,10:42:28,38548,7.8,2528,28/03/2018,9100,yes
691,Lara,A02,NT224,E6,3/25/2018 2:09 PM,3/27/2018 12:51 PM,1:12:36,4356,7.5,2528,27/03/2018,9020,yes
